COUNTRY,HOLDER NAME,ISSUER,ISIN,NET SHORT POSITION (%),POSITION DATE
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,WS ATKINS PLC,GB0000608009,0.80,2012-11-21
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,XP POWER LTD,SG9999003735,2.75,2012-11-01
UNITED KINGDOM,BLAU GMBH,HOME RETAIL GROUP PLC,GB00B19NKB76,1.96,2012-11-28
UNITED KINGDOM,BLAU GMBH,HOME RETAIL GROUP PLC,GB00B19NKB76,2.00,2013-01-08
UNITED KINGDOM,BLAU GMBH,HOME RETAIL GROUP PLC,GB00B19NKB76,2.12,2013-01-14
UNITED KINGDOM,BLAU GMBH,HOME RETAIL GROUP PLC,GB00B19NKB76,2.28,2013-01-17
UNITED KINGDOM,BLAU GMBH,TUI TRAVEL PLC,GB00B1Z7RQ77,0.55,2012-12-21
UNITED KINGDOM,BLAU GMBH,TUI TRAVEL PLC,GB00B1Z7RQ77,0.60,2012-12-24
UNITED KINGDOM,BLAU GMBH,TUI TRAVEL PLC,GB00B1Z7RQ77,0.70,2013-01-15
UNITED KINGDOM,BLAU GMBH,TUI TRAVEL PLC,GB00B1Z7RQ77,0.89,2013-01-16
UNITED KINGDOM,BLAU GMBH,TUI TRAVEL PLC,GB00B1Z7RQ77,0.95,2013-01-17
UNITED KINGDOM,BLAU GMBH,TUI TRAVEL PLC,GB00B1Z7RQ77,1.02,2013-01-18
UNITED KINGDOM,BLAU GMBH,TUI TRAVEL PLC,GB00B1Z7RQ77,0.54,2013-01-30
UNITED KINGDOM,BLAU GMBH,TUI TRAVEL PLC,GB00B1Z7RQ77,0.39,2013-02-05
UNITED KINGDOM,BLUE RIDGE CAPITAL L.L.C,OCADO GROUP PLC,GB00B3MBS747,2.41,2012-11-01
UNITED KINGDOM,BLUE RIDGE CAPITAL L.L.C,OCADO GROUP PLC,GB00B3MBS747,2.19,2012-11-26
UNITED KINGDOM,BLUE RIDGE CAPITAL L.L.C,WEIR GROUP PLC,GB0009465807,3.13,2012-11-01
UNITED KINGDOM,BNP PARIBAS SA,HOCHSCHILD MINING PLC,GB00B1FW5029,0.50,2012-11-01
UNITED KINGDOM,BNP PARIBAS SA,HOCHSCHILD MINING PLC,GB00B1FW5029,0.49,2012-11-05
UNITED KINGDOM,BNP PARIBAS SA,ITV PLC,GB0033986497,0.53,2012-12-20
UNITED KINGDOM,BNP PARIBAS SA,ITV PLC,GB0033986497,0.64,2013-01-17
UNITED KINGDOM,BNP PARIBAS SA,SPORTINGBET PLC,GB0009516252,0.69,2012-11-01
UNITED KINGDOM,BNP PARIBAS SA,SPORTINGBET PLC,GB0009516252,0.71,2012-11-07
UNITED KINGDOM,BNP PARIBAS SA,SPORTINGBET PLC,GB0009516252,0.84,2012-12-10
UNITED KINGDOM,BNP PARIBAS SA,SPORTINGBET PLC,GB0009516252,0.34,2012-12-27
UNITED KINGDOM,BNP PARIBAS SA,SPORTINGBET PLC,GB0009516252,0.51,2013-01-29
UNITED KINGDOM,BNP PARIBAS SA,SPORTINGBET PLC,GB0009516252,0.36,2013-02-05
UNITED KINGDOM,BNP PARIBAS SA,SPORTINGBET PLC,GB0009516252,0.80,2013-02-13
UNITED KINGDOM,BNP PARIBAS SA,SPORTINGBET PLC,GB0009516252,0.65,2013-02-14
UNITED KINGDOM,BNP PARIBAS SA,SPORTINGBET PLC,GB0009516252,0.52,2013-02-18
UNITED KINGDOM,BNP PARIBAS SA,SPORTINGBET PLC,GB0009516252,0.11,2013-02-19
UNITED KINGDOM,BNP PARIBAS SA,TUI TRAVEL PLC,GB00B1Z7RQ77,0.52,2012-12-03
UNITED KINGDOM,BNP PARIBAS SA,TUI TRAVEL PLC,GB00B1Z7RQ77,0.61,2013-01-02
UNITED KINGDOM,BNP PARIBAS SA,TUI TRAVEL PLC,GB00B1Z7RQ77,0.71,2013-01-11
UNITED KINGDOM,BNP PARIBAS SA,TUI TRAVEL PLC,GB00B1Z7RQ77,0.85,2013-01-29
UNITED KINGDOM,BNP PARIBAS SA,TUI TRAVEL PLC,GB00B1Z7RQ77,0.93,2013-02-07
UNITED KINGDOM,BNP PARIBAS SA,TUI TRAVEL PLC,GB00B1Z7RQ77,1.05,2013-02-20
UNITED KINGDOM,BOCAGE CAPITAL LLC,LONMIN PLC,GB0031192486,0.98,2012-01-17
UNITED KINGDOM,BOCAGE CAPITAL LLC,LONMIN PLC,GB0031192486,1.05,2012-01-18
UNITED KINGDOM,BOCAGE CAPITAL LLC,LONMIN PLC,GB0031192486,0.79,2012-11-01
UNITED KINGDOM,BOCAGE CAPITAL LLC,LONMIN PLC,GB0031192486,1.06,2012-11-08
UNITED KINGDOM,BOCAGE CAPITAL LLC,LONMIN PLC,GB0031192486,0.87,2012-11-16
UNITED KINGDOM,BOCAGE CAPITAL LLC,LONMIN PLC,GB0031192486,1.06,2012-12-07
UNITED KINGDOM,BOCAGE CAPITAL LLC,LONMIN PLC,GB0031192486,1.17,2012-12-10
UNITED KINGDOM,BOCAGE CAPITAL LLC,LONMIN PLC,GB0031192486,1.29,2012-12-11
UNITED KINGDOM,BOCAGE CAPITAL LLC,LONMIN PLC,GB0031192486,0.51,2012-12-12
UNITED KINGDOM,BOCAGE CAPITAL LLC,LONMIN PLC,GB0031192486,0.68,2013-01-08
UNITED KINGDOM,BOCAGE CAPITAL LLC,LONMIN PLC,GB0031192486,0.71,2013-01-09
UNITED KINGDOM,BOCAGE CAPITAL LLC,LONMIN PLC,GB0031192486,0.87,2013-01-11
UNITED KINGDOM,"BROOKDALE INTERNATIONAL PARTNERS, L.P. AND BROOKDALE GLOBAL OPPORTUNITY FUND",FASTNET OIL & GAS PLC,GB00B85HRF56,0.77,2012-11-23
UNITED KINGDOM,"BROOKDALE INTERNATIONAL PARTNERS, L.P. AND BROOKDALE GLOBAL OPPORTUNITY FUND",FASTNET OIL & GAS PLC,GB00B85HRF56,0.94,2012-11-28
UNITED KINGDOM,"BROOKDALE INTERNATIONAL PARTNERS, L.P. AND BROOKDALE GLOBAL OPPORTUNITY FUND",FASTNET OIL & GAS PLC,GB00B85HRF56,0.00,2012-12-12
UNITED KINGDOM,BTG PACTUAL EUROPE LLP,SPORTINGBET PLC,GB0009516252,0.69,2012-11-30
UNITED KINGDOM,BTG PACTUAL EUROPE LLP,SPORTINGBET PLC,GB0009516252,0.39,2012-12-05
UNITED KINGDOM,BTG PACTUAL EUROPE LLP,SPORTINGBET PLC,GB0009516252,1.57,2013-01-31
UNITED KINGDOM,BTG PACTUAL EUROPE LLP,SPORTINGBET PLC,GB0009516252,1.87,2013-02-04
UNITED KINGDOM,BTG PACTUAL EUROPE LLP,SPORTINGBET PLC,GB0009516252,0.00,2013-02-13
UNITED KINGDOM,"CASTLE CREEK ARBITRAGE, LLC",TUI TRAVEL PLC,GB00B1Z7RQ77,0.50,2013-01-02
UNITED KINGDOM,CAZENOVE CAPITAL MANAGEMENT LIMITED,APR ENERGY PLC,GB00B58D4C52,0.78,2012-11-01
UNITED KINGDOM,CAZENOVE CAPITAL MANAGEMENT LIMITED,GENUS PLC,GB0002074580,0.53,2013-01-07
UNITED KINGDOM,CAZENOVE CAPITAL MANAGEMENT LIMITED,HOMESERVE PLC,GB00B587FC42,0.53,2012-12-19
UNITED KINGDOM,CAZENOVE CAPITAL MANAGEMENT LIMITED,HOMESERVE PLC,GB00B587FC42,0.63,2012-12-20
UNITED KINGDOM,CAZENOVE CAPITAL MANAGEMENT LIMITED,HOMESERVE PLC,GB00B587FC42,0.81,2012-12-21
UNITED KINGDOM,CAZENOVE CAPITAL MANAGEMENT LIMITED,KELLER GROUP,GB0004866223,1.08,2012-11-01
UNITED KINGDOM,CAZENOVE CAPITAL MANAGEMENT LIMITED,KELLER GROUP,GB0004866223,0.17,2012-11-15
UNITED KINGDOM,CAZENOVE CAPITAL MANAGEMENT LIMITED,MOTHERCARE PLC,GB0009067447,0.63,2013-01-08
UNITED KINGDOM,CAZENOVE CAPITAL MANAGEMENT LIMITED,MOTHERCARE PLC,GB0009067447,0.44,2013-01-18
UNITED KINGDOM,CAZENOVE CAPITAL MANAGEMENT LIMITED,WETHERSPOON (J.D),GB0001638955,1.08,2012-11-01
UNITED KINGDOM,CITADEL ADVISORS LLC,ARM HOLDINGS PLC,GB0000595859,0.72,2012-11-01
UNITED KINGDOM,CITADEL ADVISORS LLC,ARM HOLDINGS PLC,GB0000595859,0.69,2012-11-06
UNITED KINGDOM,CITADEL ADVISORS LLC,ARM HOLDINGS PLC,GB0000595859,0.59,2012-12-06
UNITED KINGDOM,CITADEL ADVISORS LLC,ARM HOLDINGS PLC,GB0000595859,0.49,2013-01-03
UNITED KINGDOM,CITADEL ADVISORS LLC,ARM HOLDINGS PLC,GB0000595859,0.50,2013-01-10
UNITED KINGDOM,CITADEL ADVISORS LLC,ARM HOLDINGS PLC,GB0000595859,0.49,2013-01-11
UNITED KINGDOM,CITADEL ADVISORS LLC,ARM HOLDINGS PLC,GB0000595859,0.50,2013-01-24
UNITED KINGDOM,CITADEL ADVISORS LLC,ARM HOLDINGS PLC,GB0000595859,0.49,2013-01-25
UNITED KINGDOM,CLEARANCE CAPITAL LLP,A&J MUCKLOW GROUP,GB0006091408,0.52,2012-11-01
UNITED KINGDOM,CLEARANCE CAPITAL LLP,A&J MUCKLOW GROUP,GB0006091408,0.61,2012-11-09
UNITED KINGDOM,CLEARANCE CAPITAL LLP,A&J MUCKLOW GROUP,GB0006091408,0.71,2012-11-28
UNITED KINGDOM,CLEARANCE CAPITAL LLP,A&J MUCKLOW GROUP,GB0006091408,0.84,2013-02-15
UNITED KINGDOM,"COATUE MANAGEMENT, L.L.C.",HMV GROUP PLC,GB0031575722,1.15,2012-11-01
UNITED KINGDOM,"COATUE MANAGEMENT, L.L.C.",WEIR GROUP PLC,GB0009465807,0.99,2012-11-01
UNITED KINGDOM,CONATUS CAPITAL MANAGEMENT LP,HOME RETAIL GROUP PLC,GB00B19NKB76,1.10,2012-11-01
UNITED KINGDOM,CONCORDIA VALUE STRATEGIES LTD,EDINBURGH INVESTMENT TRUST PLC,GB0003052338,0.52,2012-11-13
UNITED KINGDOM,CONCORDIA VALUE STRATEGIES LTD,EDINBURGH INVESTMENT TRUST PLC,GB0003052338,0.49,2013-02-07
UNITED KINGDOM,CQS (UK) LLP,ABERDEEN ASSET MANAGEMENT PLC,GB0000031285,0.71,2012-11-01
UNITED KINGDOM,CQS (UK) LLP,ABERDEEN ASSET MANAGEMENT PLC,GB0000031285,0.00,2012-11-02
UNITED KINGDOM,CQS (UK) LLP,CARNIVAL PLC,GB0031215220,0.50,2013-01-16
UNITED KINGDOM,CQS (UK) LLP,CARNIVAL PLC,GB0031215220,0.60,2013-01-31
UNITED KINGDOM,CQS (UK) LLP,CARNIVAL PLC,GB0031215220,0.70,2013-02-20
UNITED KINGDOM,CQS (UK) LLP,ITV PLC,GB0033986497,0.50,2013-02-13
UNITED KINGDOM,CQS (UK) LLP,REED ELSEVIER PLC,GB00B2B0DG97,0.64,2012-11-01
UNITED KINGDOM,CQS (UK) LLP,REED ELSEVIER PLC,GB00B2B0DG97,0.58,2012-11-08
UNITED KINGDOM,CQS (UK) LLP,REED ELSEVIER PLC,GB00B2B0DG97,0.49,2012-12-13
UNITED KINGDOM,"D. E. SHAW & CO. (U.K.), LTD.",TUI TRAVEL PLC,GB00B1Z7RQ77,0.52,2012-11-01
UNITED KINGDOM,"D. E. SHAW & CO. (U.K.), LTD.",TUI TRAVEL PLC,GB00B1Z7RQ77,0.66,2012-11-20
UNITED KINGDOM,"D. E. SHAW & CO. (U.K.), LTD.",TUI TRAVEL PLC,GB00B1Z7RQ77,0.70,2012-11-22
UNITED KINGDOM,"D. E. SHAW & CO. (U.K.), LTD.",TUI TRAVEL PLC,GB00B1Z7RQ77,0.92,2012-12-05
UNITED KINGDOM,"D. E. SHAW & CO. (U.K.), LTD.",TUI TRAVEL PLC,GB00B1Z7RQ77,1.02,2012-12-20
UNITED KINGDOM,"D. E. SHAW & CO. (U.K.), LTD.",TUI TRAVEL PLC,GB00B1Z7RQ77,0.95,2013-01-16
UNITED KINGDOM,"D. E. SHAW & CO. (U.K.), LTD.",TUI TRAVEL PLC,GB00B1Z7RQ77,1.10,2013-01-31
UNITED KINGDOM,"D. E. SHAW & CO. (U.K.), LTD.",TUI TRAVEL PLC,GB00B1Z7RQ77,1.21,2013-02-04
UNITED KINGDOM,"D. E. SHAW & CO. (U.K.), LTD.",TUI TRAVEL PLC,GB00B1Z7RQ77,1.35,2013-02-08
UNITED KINGDOM,"D. E. SHAW & CO. (U.K.), LTD.",TUI TRAVEL PLC,GB00B1Z7RQ77,1.29,2013-02-13
UNITED KINGDOM,"D. E. SHAW & CO. (U.K.), LTD.",WPP PLC,JE00B3DMTY01,0.64,2012-11-01
UNITED KINGDOM,"D. E. SHAW & CO. (U.K.), LTD.",WPP PLC,JE00B3DMTY01,0.72,2013-01-11
UNITED KINGDOM,"D. E. SHAW & CO. (U.K.), LTD.",WPP PLC,JE00B3DMTY01,0.80,2013-01-16
UNITED KINGDOM,"D. E. SHAW & CO. (U.K.), LTD.",WPP PLC,JE00B3DMTY01,0.91,2013-01-17
UNITED KINGDOM,"D. E. SHAW & CO. (U.K.), LTD.",WPP PLC,JE00B3DMTY01,1.14,2013-01-30
UNITED KINGDOM,"D. E. SHAW & CO. (U.K.), LTD.",WPP PLC,JE00B3DMTY01,1.23,2013-02-13
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,BETFAIR GROUP PLC,GB00B44JTH01,1.02,2012-11-01
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,BETFAIR GROUP PLC,GB00B44JTH01,0.89,2012-11-05
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,BETFAIR GROUP PLC,GB00B44JTH01,0.77,2012-11-09
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,BETFAIR GROUP PLC,GB00B44JTH01,0.68,2012-11-14
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,BETFAIR GROUP PLC,GB00B44JTH01,0.51,2012-11-16
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,BETFAIR GROUP PLC,GB00B44JTH01,0.44,2012-11-19
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,OCADO GROUP PLC,GB00B3MBS747,1.49,2012-11-01
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,OCADO GROUP PLC,GB00B3MBS747,1.51,2012-11-02
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,OCADO GROUP PLC,GB00B3MBS747,1.44,2012-11-12
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,OCADO GROUP PLC,GB00B3MBS747,1.37,2012-11-14
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,OCADO GROUP PLC,GB00B3MBS747,1.28,2012-11-15
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,OCADO GROUP PLC,GB00B3MBS747,1.34,2012-11-27
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,OCADO GROUP PLC,GB00B3MBS747,1.23,2012-12-04
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,OCADO GROUP PLC,GB00B3MBS747,1.12,2012-12-12
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,OCADO GROUP PLC,GB00B3MBS747,1.26,2013-01-21
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,OCADO GROUP PLC,GB00B3MBS747,1.34,2013-01-22
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,OCADO GROUP PLC,GB00B3MBS747,1.43,2013-02-08
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,OCADO GROUP PLC,GB00B3MBS747,1.50,2013-02-18
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,OCADO GROUP PLC,GB00B3MBS747,1.48,2013-02-20
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,PURECIRCLE LTD,BMG7300G1096,3.32,2012-11-01
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,PURECIRCLE LTD,BMG7300G1096,2.98,2012-11-26
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,PURECIRCLE LTD,BMG7300G1096,2.78,2012-11-27
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,PURECIRCLE LTD,BMG7300G1096,2.16,2012-11-28
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,PURECIRCLE LTD,BMG7300G1096,1.53,2012-11-29
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,PURECIRCLE LTD,BMG7300G1096,1.46,2013-01-29
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,PURECIRCLE LTD,BMG7300G1096,1.52,2013-02-05
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,TELECOM PLUS PLC,GB0008794710,1.03,2012-11-01
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,TELECOM PLUS PLC,GB0008794710,1.15,2012-11-19
UNITED KINGDOM,"DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP",GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,0.63,2012-11-01
UNITED KINGDOM,"DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP",GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,0.58,2012-11-02
UNITED KINGDOM,"DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP",GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,0.50,2012-11-06
UNITED KINGDOM,"DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP",GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,0.54,2012-11-13
UNITED KINGDOM,"DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP",GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,0.65,2012-11-15
UNITED KINGDOM,"DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP",GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,0.73,2012-11-19
UNITED KINGDOM,"DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP",GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,0.86,2012-11-20
UNITED KINGDOM,"DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP",GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,0.91,2012-11-26
UNITED KINGDOM,"DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP",GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,1.02,2012-11-28
UNITED KINGDOM,"DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP",GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,1.10,2012-11-30
UNITED KINGDOM,DNB ASSET MANAGEMENT AS,DIALIGHT PLC,GB0033057794,0.92,2012-11-01
UNITED KINGDOM,DNB ASSET MANAGEMENT AS,DIALIGHT PLC,GB0033057794,0.88,2012-12-07
UNITED KINGDOM,DNB ASSET MANAGEMENT AS,DIALIGHT PLC,GB0033057794,0.79,2012-12-11
UNITED KINGDOM,ELLIOTT MANAGEMENT CORPORATION,FIRSTGROUP PLC,GB0003452173,1.65,2012-11-01
UNITED KINGDOM,ELLIOTT MANAGEMENT CORPORATION,FIRSTGROUP PLC,GB0003452173,1.75,2012-12-24
UNITED KINGDOM,ELLIOTT MANAGEMENT CORPORATION,FIRSTGROUP PLC,GB0003452173,1.83,2012-12-27
UNITED KINGDOM,ELLIOTT MANAGEMENT CORPORATION,FIRSTGROUP PLC,GB0003452173,1.91,2012-12-31
UNITED KINGDOM,ELLIOTT MANAGEMENT CORPORATION,FIRSTGROUP PLC,GB0003452173,2.10,2013-01-03
UNITED KINGDOM,ELLIOTT MANAGEMENT CORPORATION,FIRSTGROUP PLC,GB0003452173,2.20,2013-01-04
UNITED KINGDOM,ELLIOTT MANAGEMENT CORPORATION,FIRSTGROUP PLC,GB0003452173,2.32,2013-01-08
UNITED KINGDOM,ELLIOTT MANAGEMENT CORPORATION,GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,0.71,2012-11-01
UNITED KINGDOM,ELLIOTT MANAGEMENT CORPORATION,REED ELSEVIER PLC,GB00B2B0DG97,0.59,2012-11-01
UNITED KINGDOM,ELLIOTT MANAGEMENT CORPORATION,REED ELSEVIER PLC,GB00B2B0DG97,0.60,2012-11-15
UNITED KINGDOM,ELLIOTT MANAGEMENT CORPORATION,REED ELSEVIER PLC,GB00B2B0DG97,0.58,2013-01-09
UNITED KINGDOM,ELLIOTT MANAGEMENT CORPORATION,STAGECOACH GROUP PLC,GB00B6YTLS95,2.65,2012-11-01
UNITED KINGDOM,"EMINENCE CAPITAL, LLC",ADMIRAL GROUP PLC,GB00B02J6398,0.59,2012-11-01
UNITED KINGDOM,"EMINENCE CAPITAL, LLC",ADMIRAL GROUP PLC,GB00B02J6398,0.65,2013-02-05
UNITED KINGDOM,"EMINENCE CAPITAL, LLC",WH SMITH PLC,GB00B2PDGW16,1.14,2013-01-16
UNITED KINGDOM,"EMINENCE CAPITAL, LLC",WH SMITH PLC,GB00B2PDGW16,1.30,2013-01-17
UNITED KINGDOM,"EMINENCE CAPITAL, LLC",WH SMITH PLC,GB00B2PDGW16,1.56,2013-01-18
UNITED KINGDOM,"EMINENCE CAPITAL, LLC",WH SMITH PLC,GB00B2PDGW16,1.91,2013-01-21
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,APR ENERGY PLC,GB00B58D4C52,0.51,2012-11-20
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,AVANTI COMMUNICATIONS GROUP,GB00B1VCNQ84,1.65,2012-11-01
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,AVANTI COMMUNICATIONS GROUP,GB00B1VCNQ84,1.58,2013-02-19
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,CARPETRIGHT PLC,GB0001772945,0.78,2012-11-01
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,CARPETRIGHT PLC,GB0001772945,0.69,2013-01-16
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,CUPID PLC,GB00B4NJ4984,0.66,2012-11-22
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,CUPID PLC,GB00B4NJ4984,0.74,2012-11-23
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,CUPID PLC,GB00B4NJ4984,0.90,2012-11-30
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,CUPID PLC,GB00B4NJ4984,1.15,2012-12-04
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,CUPID PLC,GB00B4NJ4984,1.24,2012-12-06
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,CUPID PLC,GB00B4NJ4984,0.97,2013-02-11
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,CUPID PLC,GB00B4NJ4984,0.66,2013-02-12
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,JJB SPORTS PLC,GB00B646JG43,1.82,2012-11-01
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,OCADO GROUP PLC,GB00B3MBS747,1.09,2012-11-01
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,OCADO GROUP PLC,GB00B3MBS747,0.99,2012-11-26
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,PREMIER FOODS PLC,GB00B7NOK053,1.20,2012-11-01
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,PREMIER FOODS PLC,GB00B7NOK053,1.36,2013-01-31
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,PREMIER FOODS PLC,GB00B7NOK053,1.44,2013-02-01
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,PREMIER FOODS PLC,GB00B7NOK053,1.52,2013-02-04
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,PREMIER FOODS PLC,GB00B7NOK053,1.63,2013-02-18
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,PURECIRCLE LTD,BMG7300G1096,1.10,2012-11-01
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,PURECIRCLE LTD,BMG7300G1096,1.07,2012-11-26
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,PURECIRCLE LTD,BMG7300G1096,0.93,2012-11-28
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,PURECIRCLE LTD,BMG7300G1096,0.00,2012-11-29
UNITED KINGDOM,FEROX CAPITAL LLP,ABERDEEN ASSET MANAGEMENT PLC,GB0000031285,1.18,2012-11-01
UNITED KINGDOM,FEROX CAPITAL LLP,ABERDEEN ASSET MANAGEMENT PLC,GB0000031285,0.09,2012-11-14
UNITED KINGDOM,FEROX CAPITAL LLP,HOCHSCHILD MINING PLC,GB00B1FW5029,0.58,2012-11-01
UNITED KINGDOM,FEROX CAPITAL LLP,HOCHSCHILD MINING PLC,GB00B1FW5029,0.49,2012-12-06
UNITED KINGDOM,FEROX CAPITAL LLP,HOCHSCHILD MINING PLC,GB00B1FW5029,0.50,2012-12-10
UNITED KINGDOM,FEROX CAPITAL LLP,HOCHSCHILD MINING PLC,GB00B1FW5029,0.49,2013-01-17
UNITED KINGDOM,FEST N.V.,DIXONS RETAIL PLC,GB0000472455,3.11,2012-11-01
UNITED KINGDOM,FEST N.V.,DIXONS RETAIL PLC,GB0000472455,3.27,2013-01-10
UNITED KINGDOM,FEST N.V.,DIXONS RETAIL PLC,GB0000472455,3.36,2013-01-11
UNITED KINGDOM,FEST N.V.,DIXONS RETAIL PLC,GB0000472455,3.42,2013-01-14
UNITED KINGDOM,FEST N.V.,WH SMITH PLC,GB00B2PDGW16,2.63,2012-11-01
UNITED KINGDOM,FEST N.V.,WH SMITH PLC,GB00B2PDGW16,2.73,2012-11-05
UNITED KINGDOM,FEST N.V.,WH SMITH PLC,GB00B2PDGW16,2.84,2013-01-21
UNITED KINGDOM,FEST N.V.,WH SMITH PLC,GB00B2PDGW16,3.15,2013-01-22
UNITED KINGDOM,FEST N.V.,WH SMITH PLC,GB00B2PDGW16,3.36,2013-01-23
UNITED KINGDOM,FEST N.V.,WH SMITH PLC,GB00B2PDGW16,3.52,2013-01-24
UNITED KINGDOM,FEST N.V.,WH SMITH PLC,GB00B2PDGW16,3.84,2013-01-25
UNITED KINGDOM,FEST N.V.,WH SMITH PLC,GB00B2PDGW16,3.91,2013-01-28
UNITED KINGDOM,FIL FUND MANAGEMENT LIMITED,GREAT PORTLAND ESTATES PLC,GB00B01FLL16,0.68,2012-11-01
UNITED KINGDOM,FIL FUND MANAGEMENT LIMITED,GREAT PORTLAND ESTATES PLC,GB00B01FLL16,0.55,2012-11-07
UNITED KINGDOM,FIL FUND MANAGEMENT LIMITED,GREAT PORTLAND ESTATES PLC,GB00B01FLL16,0.47,2012-11-19
UNITED KINGDOM,FIL INVESTMENT SERVICES (UK) LIMITED,CRODA INTERNATIONAL PLC,GB0002335270,1.10,2012-11-01
UNITED KINGDOM,FIL INVESTMENT SERVICES (UK) LIMITED,CUPID PLC,GB00B4NJ4984,0.50,2013-02-07
UNITED KINGDOM,FIL INVESTMENT SERVICES (UK) LIMITED,CUPID PLC,GB00B4NJ4984,0.64,2013-02-08
