COUNTRY,POSITION HOLDER,NAME OF THE ISSUER,ISIN,NET SHORT POSITION,"DATE POSITION WAS CREATED, CHANGED OR CANCELLED"
UNITED KINGDOM,"YA Global Master SPV, Ltd",Frontera Resources Corporation,KYG368131069,0.73%,2012-11-06
UNITED KINGDOM,"YA Global Master SPV, Ltd",Frontera Resources Corporation,KYG368131069,0.88%,2012-11-07
UNITED KINGDOM,"YA Global Master SPV, Ltd",Frontera Resources Corporation,KYG368131069,1.06%,2012-11-08
UNITED KINGDOM,"YA Global Master SPV, Ltd",Frontera Resources Corporation,KYG368131069,1.35%,2012-11-09
UNITED KINGDOM,"YA Global Master SPV, Ltd",Frontera Resources Corporation,KYG368131069,1.46%,2012-11-12
UNITED KINGDOM,"YA Global Master SPV, Ltd",Frontera Resources Corporation,KYG368131069,0.00%,2012-11-21
UNITED KINGDOM,Cazenove Capital Management Limited,GENUS plc,GB0002074580,0.53%,2013-01-07
UNITED KINGDOM,Polar Capital LLP,Genus PLC ,GB0002074580,0.83%,2012-11-01
UNITED KINGDOM,"Davidson Kempner European Partners, LLP",Glencore International Plc,JE00B4T3BW64,0.63%,2012-11-01
UNITED KINGDOM,"Davidson Kempner European Partners, LLP",Glencore International Plc,JE00B4T3BW64,0.58%,2012-11-02
UNITED KINGDOM,"Davidson Kempner European Partners, LLP",Glencore International Plc,JE00B4T3BW64,0.50%,2012-11-06
UNITED KINGDOM,"Davidson Kempner European Partners, LLP",Glencore International Plc,JE00B4T3BW64,0.54%,2012-11-13
UNITED KINGDOM,"Davidson Kempner European Partners, LLP",Glencore International Plc,JE00B4T3BW64,0.65%,2012-11-15
UNITED KINGDOM,"Davidson Kempner European Partners, LLP",Glencore International Plc,JE00B4T3BW64,0.73%,2012-11-19
UNITED KINGDOM,"Davidson Kempner European Partners, LLP",Glencore International Plc,JE00B4T3BW64,0.86%,2012-11-20
UNITED KINGDOM,"Davidson Kempner European Partners, LLP",Glencore International Plc,JE00B4T3BW64,0.91%,2012-11-26
UNITED KINGDOM,"Davidson Kempner European Partners, LLP",Glencore International Plc,JE00B4T3BW64,1.02%,2012-11-28
UNITED KINGDOM,"Davidson Kempner European Partners, LLP",Glencore International Plc,JE00B4T3BW64,1.10%,2012-11-30
UNITED KINGDOM,ELLIOTT MANAGEMENT CORPORATION,GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,0.71%,2012-11-01
UNITED KINGDOM,HBK Investments L.P.,Glencore International Plc,JE00B4T3BW64,0.53%,2012-11-27
UNITED KINGDOM,HBK Investments L.P.,Glencore International Plc,JE00B4T3BW64,0.61%,2012-12-03
UNITED KINGDOM,Noonday Asset Management LLP,GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,0.53%,2012-11-20
UNITED KINGDOM,Noonday Asset Management LLP,Glencore International PLC,JE00B4T3BW64,0.48%,2012-12-07
UNITED KINGDOM,Noonday Asset Management LLP,Glencore International PLC,JE00B4T3BW64,0.52%,2013-02-20
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,Glencore International plc,JE00B4T3BW64,0.82%,2012-11-01
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,Glencore International plc,JE00B4T3BW64,0.92%,2012-11-08
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,Glencore International plc,JE00B4T3BW64,0.89%,2012-11-26
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,Glencore International plc,JE00B4T3BW64,0.79%,2012-12-03
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,Glencore International plc,JE00B4T3BW64,0.69%,2012-12-14
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,Glencore International plc,JE00B4T3BW64,0.59%,2012-12-27
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,Glencore International plc,JE00B4T3BW64,0.46%,2013-01-03
UNITED KINGDOM,Pentwater Capital Management LP,Glencore International PLC,JE00B4T3BW64,0.59%,2012-11-01
UNITED KINGDOM,Pentwater Capital Management LP,Glencore International PLC,JE00B4T3BW64,0.60%,2012-11-07
UNITED KINGDOM,Pentwater Capital Management LP,Glencore International PLC,JE00B4T3BW64,0.54%,2012-11-20
UNITED KINGDOM,Pentwater Capital Management LP,Glencore International PLC,JE00B4T3BW64,0.44%,2012-11-27
UNITED KINGDOM,FIL Fund Management Limited ,GREAT PORTLAND ESTATES PLC,GB00B01FLL16,0.68%,2012-11-01
UNITED KINGDOM,FIL Fund Management Limited ,Great Portland Estates plc,GB00B01FLL16,0.55%,2012-11-07
UNITED KINGDOM,FIL Fund Management Limited ,GREAT PORTLAND ESTATES PLC,GB00B01FLL16,0.47%,2012-11-19
UNITED KINGDOM,Artemis Investment Management LLP,Greggs PLC,GB00B63QSB39,0.50%,2012-12-21
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Greggs plc,GB00B63QSB39,1.74%,2012-11-01
UNITED KINGDOM,Henderson Alternative Investment Limited,Greggs plc,GB00B63QSB39,0.84%,2012-11-08
UNITED KINGDOM,Henderson Alternative Investment Limited,Greggs Plc,GB00B63QSB39,0.64%,2013-01-03
UNITED KINGDOM,Henderson Alternative Investment Limited,Greggs Plc,GB00B63QSB39,0.72%,2013-01-10
UNITED KINGDOM,Henderson Alternative Investment Limited,Greggs Plc,GB00B63QSB39,0.82%,2013-02-20
UNITED KINGDOM,Henderson Global Investors,Greggs Plc,GB00B63QSB39,0.98%,2012-11-01
UNITED KINGDOM,Henderson Global Investors,Greggs Plc,GB00B63QSB39,0.84%,2012-11-20
UNITED KINGDOM,Henderson Global Investors,Greggs Plc,GB00B63QSB39,0.92%,2012-12-24
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Halma plc,GB0004052071,0.77%,2012-11-01
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Halma plc,GB0004052071,0.68%,2013-01-24
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Halma plc,GB0004052071,0.74%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Halma plc,GB0004052071,0.66%,2013-01-22
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Halma plc,GB0004052071,0.44%,2013-02-07
UNITED KINGDOM,"MSD Capital (Europe), LLP",Hargreaves Lansdown PLC,GB00B1VZ0M25,0.87%,2012-11-01
UNITED KINGDOM,"MSD Capital (Europe), LLP",Hargreaves Lansdown PLC,GB00B1VZ0M25,0.92%,2012-11-27
UNITED KINGDOM,"MSD Capital (Europe), LLP",Hargreaves Lansdown PLC,GB00B1VZ0M25,1.00%,2013-01-02
UNITED KINGDOM,"MSD Capital (Europe), LLP",Hargreaves Lansdown PLC,GB00B1VZ0M25,1.11%,2013-01-24
UNITED KINGDOM,"MSD Capital (Europe), LLP",Hargreaves Lansdown PLC,GB00B1VZ0M25,1.26%,2013-02-06
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Hays plc,GB0004161021,0.71%,2012-11-01
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Hays plc,GB0004161021,0.60%,2012-11-09
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",HAYS PLC,GB0004161021,0.58%,2012-11-14
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",HAYS PLC,GB0004161021,0.47%,2012-11-20
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Hays plc,GB0004161021,0.51%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,HAYS PLC,GB0004161021,0.64%,2012-11-22
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Hays plc,GB0004161021,0.58%,2012-11-30
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,HAYS PLC,GB0004161021,0.60%,2012-12-14
UNITED KINGDOM,Fresco S.R.L.,Hibu Plc,GB0031718066,12.17%,2012-11-01
UNITED KINGDOM,Fresco S.R.L.,Hibu Plc,GB0031718066,7.62%,2012-12-10
UNITED KINGDOM,Fresco S.R.L.,Hibu Plc,GB0031718066,7.40%,2012-12-11
UNITED KINGDOM,Fresco S.R.L.,Hibu Plc,GB0031718066,7.23%,2012-12-12
UNITED KINGDOM,Fresco S.R.L.,Hibu Plc,GB0031718066,7.12%,2012-12-13
UNITED KINGDOM,Fresco S.R.L.,Hibu Plc,GB0031718066,2.99%,2012-12-14
UNITED KINGDOM,Fresco S.R.L.,Hibu Plc,GB0031718066,0.35%,2012-12-17
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Hikma Pharmaceuticals PLC,GB00B0LCW083,1.21%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Hikma Pharmaceuticals PLC,GB00B0LCW083,1.30%,2013-02-05
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Hikma Pharmaceuticals PLC,GB00B0LCW083,1.25%,2013-02-07
UNITED KINGDOM,"Coatue Management, L.L.C.",HMV Group Plc,GB0031575722,1.15%,2012-11-01
UNITED KINGDOM,Fresco S.R.L.,HMV Group Plc,GB0031575722,5.86%,2012-11-01
UNITED KINGDOM,"FVP Master Fund, L.P.",HMV Group PLC,GB0031575722,1.43%,2012-11-01
UNITED KINGDOM,"FVP Master Fund, L.P.",HMV Group PLC,GB0031575722,1.07%,2013-01-14
UNITED KINGDOM,BNP PARIBAS SA,Hochschild Mining PLC,GB00B1FW5029,0.50%,2012-11-01
UNITED KINGDOM,BNP PARIBAS SA,Hochschild Mining PLC,GB00B1FW5029,0.49%,2012-11-05
UNITED KINGDOM,Ferox Capital LLP,Hochschild Mining Plc,GB00B1FW5029,0.58%,2012-11-01
UNITED KINGDOM,Ferox Capital LLP,Hochschild Mining Plc,GB00B1FW5029,0.49%,2012-12-06
UNITED KINGDOM,Ferox Capital LLP,Hochschild Mining Plc,GB00B1FW5029,0.50%,2012-12-10
UNITED KINGDOM,Ferox Capital LLP,Hochschild Mining Plc,GB00B1FW5029,0.49%,2013-01-17
UNITED KINGDOM,Barrington Wilshire LLC,Home Retail Group plc,GB00B19NKB76,1.41%,2012-11-01
UNITED KINGDOM,Barrington Wilshire LLC,Home Retail Group plc,GB00B19NKB76,1.23%,2012-12-07
UNITED KINGDOM,Barrington Wilshire LLC,Home Retail Group plc,GB00B19NKB76,1.06%,2012-12-11
UNITED KINGDOM,Barrington Wilshire LLC,Home Retail Group plc,GB00B19NKB76,0.98%,2012-12-12
UNITED KINGDOM,Barrington Wilshire LLC,Home Retail Group plc,GB00B19NKB76,0.89%,2012-12-17
UNITED KINGDOM,Barrington Wilshire LLC,Home Retail Group plc,GB00B19NKB76,0.80%,2012-12-21
UNITED KINGDOM,Barrington Wilshire LLC,Home Retail Group plc,GB00B19NKB76,0.65%,2013-01-10
UNITED KINGDOM,Barrington Wilshire LLC,Home Retail Group plc,GB00B19NKB76,0.60%,2013-01-14
UNITED KINGDOM,Barrington Wilshire LLC,Home Retail Group plc,GB00B19NKB76,0.49%,2013-01-18
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Home Retail Group plc,GB00B19NKB76,1.43%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,HOME RETAIL GROUP PLC,GB00B19NKB76,1.50%,2012-12-06
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,HOME RETAIL GROUP PLC,GB00B19NKB76,1.47%,2012-12-28
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Home Retail Group plc,GB00B19NKB76,1.26%,2013-01-17
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Home Retail Group plc,GB00B19NKB76,1.14%,2013-01-18
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Home Retail Group plc,GB00B19NKB76,1.07%,2013-01-21
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Home Retail Group plc,GB00B19NKB76,0.97%,2013-01-28
UNITED KINGDOM,Blau GmBH,Home Retail Group plc,GB00B19NKB76,1.96%,2012-11-28
UNITED KINGDOM,Blau GmBH,Home Retail Group plc,GB00B19NKB76,2.00%,2013-01-08
UNITED KINGDOM,Blau GmBH,Home Retail Group plc,GB00B19NKB76,2.12%,2013-01-14
UNITED KINGDOM,Blau GmBH,Home Retail Group plc,GB00B19NKB76,2.28%,2013-01-17
UNITED KINGDOM,CONATUS CAPITAL MANAGEMENT LP,Home Retail Group plc,GB00B19NKB76,1.10%,2012-11-01
UNITED KINGDOM,Lone Pine Capital LLC,Home Retail Group Plc,GB00B19NKB76,1.05%,2012-11-01
UNITED KINGDOM,Lone Pine Capital LLC,Home Retail Group Plc,GB00B19NKB76,1.37%,2013-01-03
UNITED KINGDOM,Lone Pine Capital LLC,Home Retail Group Plc,GB00B19NKB76,1.41%,2013-01-04
UNITED KINGDOM,"Marble Arch Investments, LP",Home Retail Group plc,GB00B19NKB76,1.79%,2012-11-01
UNITED KINGDOM,"Marble Arch Investments, LP",Home Retail Group plc,GB00B19NKB76,1.68%,2012-11-07
UNITED KINGDOM,"Marble Arch Investments, LP",Home Retail Group plc,GB00B19NKB76,1.56%,2013-01-24
UNITED KINGDOM,"Marble Arch Investments, LP",Home Retail Group plc,GB00B19NKB76,1.47%,2013-01-28
UNITED KINGDOM,"Marble Arch Investments, LP",Home Retail Group plc,GB00B19NKB76,1.38%,2013-02-01
UNITED KINGDOM,"Maverick Capital, Ltd.",Home Retail Group plc,GB00B19NKB76,4.45%,2012-11-01
UNITED KINGDOM,"Maverick Capital, Ltd.",Home Retail Group plc,GB00B19NKB76,3.30%,2013-01-15
UNITED KINGDOM,"Morton Holdings, Inc.",Home Retail Group plc,GB00B19NKB76,1.15%,2013-01-15
UNITED KINGDOM,Newbrook Capital Advisors LP,Home Retail Group PLC,GB00B19NKB76,1.13%,2012-11-01
UNITED KINGDOM,Newbrook Capital Advisors LP,Home Retail Group plc,GB00B19NKB76,1.30%,2012-11-15
UNITED KINGDOM,Newbrook Capital Advisors LP,Home Retail Group Plc,GB00B19NKB76,1.44%,2012-11-16
UNITED KINGDOM,Newbrook Capital Advisors LP,Home Retail Group plc,GB00B19NKB76,1.51%,2012-11-23
UNITED KINGDOM,Newbrook Capital Advisors LP,Home Retail Group plc,GB00B19NKB76,1.64%,2012-12-06
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,HOME RETAIL GROUP PLC,GB00B19NKB76,0.62%,2012-11-01
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,HOME RETAIL GROUP PLC,GB00B19NKB76,0.34%,2012-12-05
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,HOME RETAIL GROUP PLC,GB00B19NKB76,0.51%,2012-12-12
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,HOME RETAIL GROUP PLC,GB00B19NKB76,0.05%,2013-01-17
UNITED KINGDOM,Cazenove Capital Management Limited,HOMESERVE PLC,GB00B587FC42,0.53%,2012-12-19
UNITED KINGDOM,Cazenove Capital Management Limited,HOMESERVE PLC,GB00B587FC42,0.63%,2012-12-20
UNITED KINGDOM,Cazenove Capital Management Limited,HOMESERVE PLC,GB00B587FC42,0.81%,2012-12-21
UNITED KINGDOM,"Morton Holdings, Inc.",Homeserve Plc,GB00B587FC42,2.02%,2012-11-01
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Howden Joinery Group Plc,GB0005576813,0.50%,2013-01-22
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",HOWDEN JOINERY GROUP PLC,GB0005576813,0.49%,2013-01-30
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",HOWDEN JOINERY GROUP PLC,GB0005576813,0.51%,2013-01-31
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Howden Joinery Group Plc,GB0005576813,0.49%,2013-02-05
UNITED KINGDOM,Saemor Capital B.V.,Hunting Plc,GB0004478896,0.52%,2012-12-28
UNITED KINGDOM,"AQR Capital Management, LLC",ICAP PLC,GB0033872168,0.50%,2012-11-01
UNITED KINGDOM,"AQR Capital Management, LLC",ICAP PLC,GB0033872168,0.39%,2012-11-19
UNITED KINGDOM,"AQR Capital Management, LLC",ICAP PLC,GB0033872168,0.51%,2012-12-28
UNITED KINGDOM,"AQR Capital Management, LLC",ICAP PLC,GB0033872168,0.61%,2013-01-16
UNITED KINGDOM,"AQR Capital Management, LLC",ICAP PLC,GB0033872168,0.71%,2013-02-12
UNITED KINGDOM,"AQR Capital Management, LLC",ICAP PLC,GB0033872168,0.69%,2013-02-21
UNITED KINGDOM,Artemis Investment Management LLP,ICAP PLC,GB0033872168,0.53%,2012-10-31
UNITED KINGDOM,Artemis Investment Management LLP,ICAP PLC,GB0033872168,0.70%,2012-11-14
UNITED KINGDOM,Artemis Investment Management LLP,ICAP PLC,GB0033872168,0.69%,2012-12-04
UNITED KINGDOM,Artemis Investment Management LLP,ICAP PLC,GB0033872168,0.70%,2012-12-19
UNITED KINGDOM,Artemis Investment Management LLP,ICAP plc,GB0033872168,0.67%,2013-01-10
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Imagination Technologies Group plc,GB0009303123,0.70%,2012-11-01
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Imagination Technologies Group plc,GB0009303123,0.69%,2012-11-02
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",IMAGINATION TECHNOLOGIES GROUP PLC,GB0009303123,0.58%,2012-11-14
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Imagination Technologies Group PLC,GB0009303123,0.49%,2012-11-16
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Imagination Technologies Group plc,GB0009303123,0.50%,2013-01-04
UNITED KINGDOM,"BlackRock Institutional Trust Company, National Association",Imagination Technologies Group plc,GB0009303123,0.49%,2013-01-22
UNITED KINGDOM,GLG Partners LP,Imagination Technologies Group Plc,GB0009303123,0.52%,2012-11-06
UNITED KINGDOM,GLG Partners LP,Imagination Technologies Group Plc,GB0009303123,0.61%,2012-11-22
UNITED KINGDOM,GLG Partners LP,Imagination Technologies Group Plc,GB0009303123,0.75%,2012-11-27
UNITED KINGDOM,GLG Partners LP,Imagination Technologies Group Plc,GB0009303123,0.82%,2012-12-07
UNITED KINGDOM,GLG Partners LP,Imagination Technologies Group Plc,GB0009303123,1.16%,2013-01-10
UNITED KINGDOM,GLG Partners LP,Imagination Technologies Group Plc,GB0009303123,1.05%,2013-01-21
UNITED KINGDOM,GLG Partners LP,Imagination Technologies Group Plc,GB0009303123,0.94%,2013-01-22
UNITED KINGDOM,GLG Partners LP,Imagination Technologies Group Plc,GB0009303123,0.89%,2013-01-23
UNITED KINGDOM,GLG Partners LP,Imagination Technologies Group Plc,GB0009303123,0.30%,2013-01-30
UNITED KINGDOM,Saemor Capital B.V.,Imagination Technologies Group plc,GB0009303123,0.57%,2013-02-05
UNITED KINGDOM,"AQR Capital Management, LLC",IMI PLC,GB0004579636,0.52%,2012-11-07
UNITED KINGDOM,"AQR Capital Management, LLC",IMI PLC,GB0004579636,0.61%,2012-11-29
UNITED KINGDOM,"AQR Capital Management, LLC",IMI PLC,GB0004579636,0.70%,2012-12-13
UNITED KINGDOM,"AQR Capital Management, LLC",IMI PLC,GB0004579636,0.69%,2012-12-17
UNITED KINGDOM,"AQR Capital Management, LLC",IMI PLC,GB0004579636,0.59%,2013-02-14
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,International Consolidated Airlines Group SA,ES0177542018,1.20%,2012-11-01
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,International Consolidated Airlines Group SA,ES0177542018,1.19%,2012-11-15
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,International Consolidated Airlines Group SA,ES0177542018,1.23%,2012-11-26
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,International Consolidated Airlines Group SA,ES0177542018,1.19%,2012-11-28
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,International Consolidated Airlines Group SA,ES0177542018,1.20%,2012-11-29
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,International Consolidated Airlines Group SA,ES0177542018,1.33%,2013-01-02
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,International Consolidated Airlines Group SA,ES0177542018,1.41%,2013-01-11
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,International Consolidated Airlines Group SA,ES0177542018,1.50%,2013-01-22
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,International Consolidated Airlines Group SA,ES0177542018,1.48%,2013-01-23
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,International Consolidated Airlines Group SA,ES0177542018,1.51%,2013-01-24
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,International Consolidated Airlines Group SA,ES0177542018,1.49%,2013-02-01
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,International Consolidated Airlines Group SA,ES0177542018,1.60%,2013-02-06
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,International Consolidated Airlines Group SA,ES0177542018,1.57%,2013-02-07
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,International Consolidated Airlines Group SA,ES0177542018,1.61%,2013-02-13
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Interserve Plc,GB0001528156,1.34%,2012-11-01
UNITED KINGDOM,"AQR Capital Management, LLC",Intertek Group PLC,GB0031638363,0.50%,2012-11-01
UNITED KINGDOM,"AQR Capital Management, LLC",Intertek Group PLC,GB0031638363,0.39%,2012-11-20
UNITED KINGDOM,"AQR Capital Management, LLC",Invensys PLC,GB00B19DVX61,0.90%,2012-11-01
UNITED KINGDOM,"AQR Capital Management, LLC",Invensys PLC,GB00B19DVX61,0.88%,2012-11-05
UNITED KINGDOM,"AQR Capital Management, LLC",Invensys PLC,GB00B19DVX61,0.75%,2012-12-04
UNITED KINGDOM,"AQR Capital Management, LLC",Invensys PLC,GB00B19DVX61,0.66%,2012-12-05
UNITED KINGDOM,"AQR Capital Management, LLC",Invensys PLC,GB00B19DVX61,0.53%,2012-12-06
UNITED KINGDOM,"AQR Capital Management, LLC",Invensys PLC,GB00B19DVX61,0.42%,2012-12-07
UNITED KINGDOM,NOMURA International Plc,IP GROUP PLC,GB00B128J450,0.50%,2012-11-27
UNITED KINGDOM,S James ,IP Group PLC,GB00B128J450,1.00%,2012-10-31
UNITED KINGDOM,Stephen James,IP Group PLC,GB00B128J450,0.49%,2013-02-04
UNITED KINGDOM,BNP PARIBAS SA ,ITV PLC,GB0033986497,0.53%,2012-12-20
UNITED KINGDOM,BNP PARIBAS SA ,ITV PLC,GB0033986497,0.64%,2013-01-17
UNITED KINGDOM,CQS (UK) LLP,ITV Plc,GB0033986497,0.50%,2013-02-13
UNITED KINGDOM,"Maverick Capital, Ltd.",ITV PLC,GB0033986497,1.26%,2012-11-01
UNITED KINGDOM,"Maverick Capital, Ltd.",ITV PLC,GB0033986497,1.17%,2012-12-03
UNITED KINGDOM,"Maverick Capital, Ltd.",ITV PLC,GB0033986497,1.03%,2012-12-04
UNITED KINGDOM,"Maverick Capital, Ltd.",ITV PLC,GB0033986497,0.97%,2012-12-05
UNITED KINGDOM,"Maverick Capital, Ltd.",ITV PLC,GB0033986497,0.82%,2012-12-06
UNITED KINGDOM,"Maverick Capital, Ltd.",ITV PLC,GB0033986497,0.79%,2012-12-07
UNITED KINGDOM,"Maverick Capital, Ltd.",ITV PLC,GB0033986497,0.64%,2012-12-13
UNITED KINGDOM,"Maverick Capital, Ltd.",ITV PLC,GB0033986497,0.51%,2012-12-14
UNITED KINGDOM,"Maverick Capital, Ltd.",ITV PLC,GB0033986497,0.46%,2012-12-17
UNITED KINGDOM,Ennismore Fund Management Limited,JJB Sports Plc,GB00B646JG43,1.82%,2012-11-01
UNITED KINGDOM,Polygon Global Partners LLP,JKX Oil & Gas PLC,GB0004697420,0.50%,2013-02-13
UNITED KINGDOM,Polygon Global Partners LLP,JKX Oil & Gas PLC,GB0004697420,0.60%,2013-02-21
UNITED KINGDOM,"FVP Master Fund, L.P.",Johnston Press PLC,GB0004769682,1.18%,2012-11-01
UNITED KINGDOM,Cazenove Capital Management Limited,KELLER GROUP,GB00004866223,1.08%,2012-11-01
UNITED KINGDOM,Cazenove Capital Management Limited,KELLER GROUP,GB00004866223,0.17%,2012-11-15
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Kier Group plc,GB0004915632,1.33%,2012-11-01
UNITED KINGDOM,"Anchorage Capital Master Offshore, Ltd.",Ladbrokes PLC,GB00B0ZSH635,0.59%,2013-02-06
UNITED KINGDOM,"Anchorage Capital Master Offshore, Ltd.",Ladbrokes PLC,GB00B0ZSH635,0.62%,2013-02-07
UNITED KINGDOM,"Anchorage Capital Master Offshore, Ltd.",Ladbrokes PLC,GB00B0ZSH635,0.70%,2013-02-11
UNITED KINGDOM,"Anchorage Capital Master Offshore, Ltd.",Ladbrokes PLC,GB00B0ZSH635,0.81%,2013-02-20
UNITED KINGDOM,"Morton Holdings, Inc.",Ladbrokes Plc,GB00B0ZSH635,1.26%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Laird PLC,GB00B1VNST91,0.86%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,LAIRD PLC,GB00B1VNST91,0.90%,2012-11-27
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Laird PLC,GB00B1VNST91,0.89%,2012-11-30
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Laird PLC,GB00B1VNST91,0.90%,2012-12-03
UNITED KINGDOM,Highbridge Capital Management LLC,LAMPRELL PLC,GB00B1CL5249,0.53%,2013-01-21
UNITED KINGDOM,Highbridge Capital Management LLC,LAMPRELL PLC,GB00B1CL5249,0.61%,2013-01-31
UNITED KINGDOM,Highbridge Capital Management LLC,LAMPRELL PLC,GB00B1CL5249,0.70%,2013-02-05
UNITED KINGDOM,Highbridge Capital Management LLC,LAMPRELL PLC,GB00B1CL5249,0.82%,2013-02-12
UNITED KINGDOM,Numeric Investors LLC,Lamprell Plc,GB00B1CL5249,0.51%,2013-02-07
UNITED KINGDOM,Oxford Asset Management,Lamprell Plc,GB00B1CL5249,1.32%,2012-11-06
UNITED KINGDOM,Oxford Asset Management,Lamprell Plc,GB00B1CL5249,1.41%,2012-11-16
UNITED KINGDOM,Oxford Asset Management,Lamprell Plc,GB00B1CL5249,1.50%,2012-11-23
UNITED KINGDOM,Oxford Asset Management,Lamprell Plc,GB00B1CL5249,1.48%,2012-12-06
UNITED KINGDOM,Oxford Asset Management,Lamprell Plc,GB00B1CL5249,1.39%,2012-12-20
UNITED KINGDOM,Oxford Asset Management,Lamprell Plc,GB00B1CL5249,1.29%,2013-01-04
UNITED KINGDOM,Oxford Asset Management,Lamprell Plc,GB00B1CL5249,1.19%,2013-01-17
UNITED KINGDOM,Oxford Asset Management,Lamprell Plc,GB00B1CL5249,1.20%,2013-02-05
UNITED KINGDOM,Moore Capital Mangement LP ,Lancashire Holdings Limited,BMG5361W1047,0.50%,2013-02-04
UNITED KINGDOM,Moore Capital Mangement LP ,Lancashire Holdings Limited,BMG5361W1047,0.61%,2013-02-15
UNITED KINGDOM,Moore Europe Capital Mangement LLP ,Lancashire Holdings Limited,BMG5361W1047,0.50%,2013-02-04
UNITED KINGDOM,Moore Europe Capital Mangement LLP ,Lancashire Holdings Limited,BMG5361W1047,0.61%,2013-02-15
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,Lancashire Holdings Limited,BMG5361W1047,0.88%,2012-11-01
UNITED KINGDOM,Och-Ziff Management Europe Ltd.,Lancashire Holdings Limited,BMG5361W1047,0.90%,2013-01-30
UNITED KINGDOM,Marshall Wace LLP,London Mining Plc,GB00B1VZK334,0.55%,2013-02-18
UNITED KINGDOM,Marshall Wace LLP,London Mining PLC,GB00B1VZK334,0.49%,2013-02-22
UNITED KINGDOM,Oxford Asset Management,London Mining Plc,GB00B1VZK334,1.07%,2012-11-01
